usage_id,customer_id,month,feature,usage_count,plan
102,CUST_1001,2023-09-01,API Access,19,Enterprise
103,CUST_1001,2023-09-01,Advanced Analytics,18,Enterprise
104,CUST_1001,2023-10-01,Dashboard,2,Enterprise
105,CUST_1001,2023-10-01,Reports,4,Enterprise
106,CUST_1001,2023-10-01,User Management,11,Enterprise
107,CUST_1001,2023-10-01,API Access,10,Enterprise
108,CUST_1001,2023-11-01,Dashboard,3,Enterprise
109,CUST_1001,2023-11-01,Reports,22,Enterprise
110,CUST_1001,2023-11-01,User Management,25,Enterprise
111,CUST_1001,2023-12-01,Dashboard,2,Enterprise
112,CUST_1001,2023-12-01,Reports,13,Enterprise
113,CUST_1001,2023-12-01,API Access,4,Enterprise
114,CUST_1001,2023-12-01,Advanced Analytics,13,Enterprise
115,CUST_1001,2024-01-01,Dashboard,24,Enterprise
116,CUST_1001,2024-01-01,Reports,12,Enterprise
117,CUST_1001,2024-01-01,User Management,1,Enterprise
118,CUST_1001,2024-01-01,API Access,1,Enterprise
119,CUST_1001,2024-01-01,Advanced Analytics,19,Enterprise
120,CUST_1001,2024-02-01,Dashboard,13,Enterprise
121,CUST_1001,2024-02-01,Reports,14,Enterprise
122,CUST_1001,2024-02-01,User Management,16,Enterprise
123,CUST_1001,2024-03-01,Dashboard,17,Enterprise
124,CUST_1001,2024-03-01,Reports,17,Enterprise
125,CUST_1001,2024-03-01,User Management,16,Enterprise
126,CUST_1001,2024-03-01,API Access,21,Enterprise
127,CUST_1001,2024-03-01,Advanced Analytics,26,Enterprise
128,CUST_1001,2024-04-01,Dashboard,1,Enterprise
129,CUST_1001,2024-04-01,Reports,5,Enterprise
130,CUST_1001,2024-04-01,User Management,20,Enterprise
131,CUST_1001,2024-04-01,Advanced Analytics,20,Enterprise
132,CUST_1001,2024-05-01,Dashboard,13,Enterprise
133,CUST_1001,2024-05-01,Reports,10,Enterprise
134,CUST_1001,2024-05-01,User Management,12,Enterprise
135,CUST_1001,2024-05-01,API Access,12,Enterprise
136,CUST_1001,2024-05-01,Advanced Analytics,9,Enterprise
137,CUST_1001,2024-06-01,Dashboard,24,Enterprise
138,CUST_1001,2024-06-01,User Management,21,Enterprise
139,CUST_1001,2024-06-01,API Access,27,Enterprise
140,CUST_1001,2024-07-01,Dashboard,18,Enterprise
141,CUST_1001,2024-07-01,Reports,12,Enterprise
142,CUST_1001,2024-07-01,User Management,3,Enterprise
143,CUST_1001,2024-08-01,Dashboard,7,Enterprise
144,CUST_1001,2024-08-01,Reports,23,Enterprise
145,CUST_1001,2024-08-01,User Management,4,Enterprise
146,CUST_1001,2024-08-01,API Access,6,Enterprise
147,CUST_1001,2024-09-01,Dashboard,10,Pro
148,CUST_1001,2024-09-01,Reports,4,Pro
149,CUST_1001,2024-09-01,User Management,3,Pro
150,CUST_1001,2024-10-01,Dashboard,9,Pro
151,CUST_1001,2024-11-01,Dashboard,5,Pro
152,CUST_1001,2024-11-01,Reports,6,Pro
153,CUST_1001,2024-12-01,Dashboard,3,Pro
154,CUST_1002,2022-06-01,Dashboard,15,Pro
155,CUST_1002,2022-06-01,Reports,8,Pro
156,CUST_1002,2022-06-01,User Management,1,Pro
157,CUST_1002,2022-07-01,Dashboard,7,Pro
158,CUST_1002,2022-07-01,Reports,13,Pro
159,CUST_1002,2022-07-01,User Management,8,Pro
160,CUST_1002,2022-07-01,Advanced Analytics,8,Pro
161,CUST_1002,2022-08-01,Reports,7,Pro
162,CUST_1002,2022-08-01,User Management,4,Pro
163,CUST_1002,2022-09-01,Dashboard,7,Pro
164,CUST_1002,2022-09-01,Reports,6,Pro
165,CUST_1002,2022-09-01,User Management,5,Pro
166,CUST_1002,2022-10-01,Dashboard,3,Pro
167,CUST_1002,2022-10-01,Reports,1,Pro
168,CUST_1002,2022-10-01,User Management,4,Pro
169,CUST_1002,2022-11-01,Dashboard,9,Pro
170,CUST_1002,2022-11-01,Reports,1,Pro
171,CUST_1002,2022-11-01,User Management,7,Pro
172,CUST_1002,2022-12-01,Dashboard,1,Pro
173,CUST_1002,2022-12-01,Reports,2,Pro
174,CUST_1002,2022-12-01,API Access,6,Pro
175,CUST_1002,2023-01-01,Dashboard,6,Pro
176,CUST_1002,2023-01-01,Reports,6,Pro
177,CUST_1002,2023-01-01,User Management,2,Pro
178,CUST_1002,2023-02-01,Dashboard,8,Pro
179,CUST_1002,2023-02-01,Reports,6,Pro
180,CUST_1002,2023-02-01,User Management,1,Pro
181,CUST_1002,2023-02-01,API Access,2,Pro
182,CUST_1002,2023-02-01,Advanced Analytics,2,Pro
183,CUST_1002,2023-03-01,Dashboard,3,Pro
184,CUST_1002,2023-03-01,Reports,9,Pro
185,CUST_1002,2023-03-01,User Management,12,Pro
186,CUST_1002,2023-04-01,Reports,1,Pro
187,CUST_1002,2023-04-01,User Management,4,Pro
188,CUST_1002,2023-05-01,Dashboard,9,Pro
189,CUST_1002,2023-05-01,Reports,7,Pro
190,CUST_1002,2023-05-01,User Management,11,Pro
191,CUST_1002,2023-05-01,Advanced Analytics,5,Pro
192,CUST_1002,2023-06-01,Dashboard,6,Pro
193,CUST_1002,2023-06-01,Reports,7,Pro
194,CUST_1002,2023-07-01,Dashboard,2,Pro
195,CUST_1002,2023-07-01,Reports,3,Pro
196,CUST_1002,2023-07-01,User Management,7,Pro
197,CUST_1002,2023-07-01,API Access,4,Pro
198,CUST_1002,2023-08-01,Dashboard,6,Pro
199,CUST_1002,2023-08-01,Reports,3,Pro
200,CUST_1002,2023-08-01,User Management,9,Pro
201,CUST_1002,2023-09-01,Dashboard,4,Basic
202,CUST_1002,2023-09-01,Reports,2,Basic
203,CUST_1002,2023-09-01,User Management,2,Basic
204,CUST_1002,2023-10-01,Dashboard,4,Basic
205,CUST_1002,2023-10-01,Reports,5,Basic
206,CUST_1002,2023-11-01,Dashboard,2,Basic
207,CUST_1002,2023-11-01,Reports,3,Basic
208,CUST_1002,2023-12-01,Dashboard,5,Basic
209,CUST_1002,2024-01-01,Dashboard,1,Basic
210,CUST_1002,2024-01-01,Reports,3,Basic
211,CUST_1002,2024-02-01,Dashboard,1,Basic
212,CUST_1002,2024-02-01,Reports,6,Basic
213,CUST_1002,2024-03-01,Dashboard,2,Basic
214,CUST_1002,2024-03-01,User Management,4,Basic
215,CUST_1002,2024-04-01,Dashboard,4,Basic
216,CUST_1002,2024-04-01,Reports,3,Basic
217,CUST_1002,2024-05-01,Dashboard,2,Basic
218,CUST_1002,2024-05-01,Reports,4,Basic
219,CUST_1002,2024-06-01,Dashboard,1,Basic
220,CUST_1002,2024-06-01,Reports,5,Basic
221,CUST_1002,2024-07-01,Dashboard,4,Basic
222,CUST_1002,2024-08-01,Dashboard,1,Basic
223,CUST_1002,2024-08-01,Reports,3,Basic
224,CUST_1002,2024-09-01,Dashboard,1,Basic
225,CUST_1002,2024-09-01,User Management,3,Basic
226,CUST_1002,2024-10-01,Dashboard,1,Basic
227,CUST_1002,2024-10-01,API Access,1,Basic
228,CUST_1002,2024-11-01,Dashboard,2,Basic
229,CUST_1002,2024-11-01,Reports,2,Basic
230,CUST_1002,2024-11-01,API Access,4,Basic
231,CUST_1002,2024-12-01,Dashboard,3,Basic
232,CUST_1002,2024-12-01,User Management,3,Basic
233,CUST_1003,2023-02-01,Dashboard,7,Pro
234,CUST_1003,2023-02-01,Reports,1,Pro
235,CUST_1003,2023-02-01,User Management,14,Pro
236,CUST_1003,2023-03-01,Dashboard,7,Pro
237,CUST_1003,2023-03-01,User Management,3,Pro
238,CUST_1003,2023-03-01,Advanced Analytics,2,Pro
239,CUST_1003,2023-04-01,Dashboard,10,Pro
240,CUST_1003,2023-04-01,Reports,8,Pro
241,CUST_1003,2023-04-01,User Management,4,Pro
242,CUST_1003,2023-04-01,API Access,2,Pro
243,CUST_1003,2023-05-01,Dashboard,4,Pro
244,CUST_1003,2023-05-01,User Management,3,Pro
245,CUST_1003,2023-05-01,API Access,5,Pro
246,CUST_1003,2023-05-01,Advanced Analytics,6,Pro
247,CUST_1003,2023-06-01,Dashboard,4,Pro
248,CUST_1003,2023-06-01,Reports,3,Pro
249,CUST_1003,2023-07-01,Dashboard,5,Pro
250,CUST_1003,2023-07-01,Reports,6,Pro
251,CUST_1003,2023-07-01,User Management,6,Pro
252,CUST_1003,2023-07-01,API Access,2,Pro
253,CUST_1003,2023-08-01,Dashboard,14,Pro
254,CUST_1003,2023-08-01,Reports,5,Pro
255,CUST_1003,2023-08-01,API Access,10,Pro
256,CUST_1003,2023-09-01,Dashboard,8,Pro
257,CUST_1003,2023-09-01,API Access,9,Pro
258,CUST_1003,2023-10-01,Reports,9,Pro
259,CUST_1003,2023-10-01,Advanced Analytics,2,Pro
260,CUST_1003,2023-11-01,Dashboard,5,Pro
261,CUST_1003,2023-11-01,Reports,4,Pro
262,CUST_1003,2023-12-01,Dashboard,2,Pro
263,CUST_1003,2023-12-01,Reports,8,Pro
264,CUST_1003,2023-12-01,User Management,9,Pro
265,CUST_1003,2023-12-01,Advanced Analytics,3,Pro
266,CUST_1003,2024-01-01,Dashboard,6,Pro
267,CUST_1003,2024-01-01,User Management,4,Pro
268,CUST_1003,2024-02-01,Dashboard,10,Pro
269,CUST_1003,2024-02-01,Reports,8,Pro
270,CUST_1003,2024-02-01,API Access,11,Pro
271,CUST_1003,2024-03-01,Dashboard,4,Pro
272,CUST_1003,2024-03-01,Reports,11,Pro
273,CUST_1003,2024-03-01,User Management,8,Pro
274,CUST_1003,2024-03-01,Advanced Analytics,1,Pro
275,CUST_1003,2024-04-01,Dashboard,13,Pro
276,CUST_1003,2024-04-01,Reports,9,Pro
277,CUST_1003,2024-04-01,User Management,11,Pro
278,CUST_1003,2024-04-01,API Access,5,Pro
279,CUST_1003,2024-05-01,Dashboard,3,Pro
280,CUST_1003,2024-05-01,Reports,1,Pro
281,CUST_1003,2024-05-01,User Management,1,Pro
282,CUST_1003,2024-05-01,Advanced Analytics,1,Pro
283,CUST_1003,2024-06-01,Dashboard,2,Pro
284,CUST_1003,2024-06-01,Reports,11,Pro
285,CUST_1003,2024-06-01,User Management,2,Pro
286,CUST_1003,2024-06-01,Advanced Analytics,1,Pro
287,CUST_1004,2022-10-01,Dashboard,4,Basic
288,CUST_1004,2022-10-01,Reports,4,Basic
289,CUST_1004,2022-11-01,Dashboard,3,Basic
290,CUST_1004,2022-12-01,Dashboard,3,Basic
291,CUST_1004,2023-01-01,Dashboard,2,Basic
292,CUST_1004,2023-01-01,Reports,4,Basic
293,CUST_1004,2023-02-01,Dashboard,2,Basic
294,CUST_1004,2023-03-01,Dashboard,4,Basic
295,CUST_1004,2023-03-01,User Management,1,Basic
296,CUST_1004,2023-04-01,Dashboard,3,Basic
297,CUST_1004,2023-04-01,Reports,3,Basic
298,CUST_1004,2023-04-01,User Management,3,Basic
299,CUST_1004,2023-05-01,Dashboard,1,Basic
300,CUST_1004,2023-06-01,Dashboard,4,Basic
301,CUST_1004,2023-06-01,Reports,2,Basic
302,CUST_1004,2023-06-01,User Management,1,Basic
303,CUST_1004,2023-06-01,API Access,3,Basic
304,CUST_1004,2023-07-01,Dashboard,4,Basic
305,CUST_1004,2023-07-01,Advanced Analytics,4,Basic
306,CUST_1004,2023-08-01,Dashboard,4,Basic
307,CUST_1004,2023-08-01,Reports,4,Basic
308,CUST_1004,2023-08-01,User Management,1,Basic
309,CUST_1004,2023-09-01,Dashboard,1,Basic
310,CUST_1004,2023-11-01,Dashboard,1,Basic
311,CUST_1004,2023-11-01,Reports,2,Basic
312,CUST_1004,2023-12-01,Dashboard,2,Basic
313,CUST_1004,2023-12-01,Reports,3,Basic
314,CUST_1004,2024-01-01,Dashboard,5,Basic
315,CUST_1004,2024-01-01,Reports,5,Basic
316,CUST_1004,2024-01-01,API Access,4,Basic
317,CUST_1004,2024-02-01,Dashboard,2,Basic
318,CUST_1004,2024-02-01,Reports,1,Basic
319,CUST_1004,2024-03-01,Dashboard,1,Basic
320,CUST_1004,2024-03-01,User Management,1,Basic
321,CUST_1004,2024-04-01,Dashboard,2,Basic
322,CUST_1004,2024-04-01,Reports,3,Basic
323,CUST_1004,2024-05-01,Dashboard,5,Basic
324,CUST_1004,2024-05-01,Reports,3,Basic
325,CUST_1004,2024-06-01,Dashboard,5,Basic
326,CUST_1004,2024-06-01,Reports,1,Basic
327,CUST_1004,2024-07-01,Dashboard,3,Basic
328,CUST_1004,2024-07-01,User Management,3,Basic
329,CUST_1004,2024-08-01,Dashboard,5,Basic
330,CUST_1004,2024-09-01,Dashboard,3,Basic
331,CUST_1004,2024-09-01,Reports,3,Basic
332,CUST_1004,2024-09-01,User Management,2,Basic
333,CUST_1004,2024-10-01,Dashboard,2,Basic
334,CUST_1004,2024-10-01,Reports,3,Basic
335,CUST_1004,2024-11-01,Dashboard,9,Pro
336,CUST_1004,2024-11-01,Reports,11,Pro
337,CUST_1004,2024-11-01,User Management,8,Pro
338,CUST_1004,2024-11-01,API Access,7,Pro
339,CUST_1004,2024-12-01,Dashboard,9,Pro
340,CUST_1004,2024-12-01,Reports,3,Pro
341,CUST_1005,2023-07-01,Dashboard,3,Basic
342,CUST_1005,2023-07-01,Reports,2,Basic
343,CUST_1005,2023-07-01,User Management,5,Basic
344,CUST_1005,2023-08-01,Dashboard,1,Basic
345,CUST_1005,2023-08-01,User Management,5,Basic
346,CUST_1005,2023-09-01,Dashboard,1,Basic
347,CUST_1005,2023-09-01,Reports,2,Basic
348,CUST_1005,2023-10-01,Dashboard,1,Basic
349,CUST_1005,2023-10-01,Reports,3,Basic
350,CUST_1005,2023-11-01,Dashboard,1,Basic
351,CUST_1005,2023-11-01,Reports,1,Basic
352,CUST_1005,2023-12-01,Dashboard,2,Basic
353,CUST_1005,2023-12-01,Reports,1,Basic
354,CUST_1005,2024-01-01,Dashboard,3,Basic
355,CUST_1005,2024-01-01,API Access,1,Basic
356,CUST_1005,2024-02-01,Reports,2,Basic
357,CUST_1005,2024-03-01,Dashboard,2,Basic
358,CUST_1005,2024-03-01,Reports,3,Basic
359,CUST_1005,2024-04-01,Reports,3,Basic
360,CUST_1005,2024-04-01,User Management,3,Basic
361,CUST_1005,2024-05-01,Dashboard,2,Basic
362,CUST_1005,2024-06-01,Dashboard,1,Basic
363,CUST_1005,2024-06-01,User Management,3,Basic
364,CUST_1005,2024-07-01,Dashboard,4,Pro
365,CUST_1005,2024-07-01,Reports,6,Pro
366,CUST_1005,2024-07-01,API Access,7,Pro
367,CUST_1005,2024-08-01,Reports,3,Pro
368,CUST_1005,2024-09-01,Reports,9,Pro
369,CUST_1005,2024-09-01,User Management,10,Pro
370,CUST_1005,2024-09-01,API Access,5,Pro
371,CUST_1005,2024-10-01,Dashboard,12,Pro
372,CUST_1005,2024-10-01,Reports,1,Pro
373,CUST_1005,2024-10-01,API Access,1,Pro
374,CUST_1005,2024-10-01,Advanced Analytics,10,Pro
375,CUST_1005,2024-11-01,Dashboard,9,Pro
376,CUST_1005,2024-11-01,Reports,6,Pro
377,CUST_1005,2024-11-01,API Access,1,Pro
378,CUST_1005,2024-12-01,Dashboard,2,Pro
379,CUST_1005,2024-12-01,Reports,4,Pro
380,CUST_1005,2024-12-01,User Management,3,Pro
381,CUST_1006,2022-11-01,Dashboard,3,Basic
382,CUST_1006,2022-11-01,Reports,1,Basic
383,CUST_1006,2022-11-01,User Management,1,Basic
384,CUST_1006,2022-12-01,Dashboard,1,Basic
385,CUST_1006,2022-12-01,Reports,1,Basic
386,CUST_1006,2022-12-01,User Management,1,Basic
387,CUST_1006,2023-01-01,Dashboard,5,Basic
388,CUST_1006,2023-01-01,Reports,3,Basic
389,CUST_1006,2023-02-01,Dashboard,2,Basic
390,CUST_1006,2023-02-01,Reports,1,Basic
391,CUST_1006,2023-03-01,Dashboard,4,Basic
392,CUST_1006,2023-03-01,Reports,5,Basic
393,CUST_1006,2023-03-01,API Access,4,Basic
394,CUST_1006,2023-04-01,Reports,2,Basic
395,CUST_1006,2023-05-01,Dashboard,2,Basic
396,CUST_1006,2023-05-01,Reports,1,Basic
397,CUST_1006,2023-05-01,User Management,3,Basic
398,CUST_1006,2023-06-01,Dashboard,2,Basic
399,CUST_1006,2023-06-01,Reports,1,Basic
400,CUST_1006,2023-07-01,Reports,1,Basic
401,CUST_1006,2023-08-01,Dashboard,2,Basic
402,CUST_1006,2023-08-01,Reports,4,Basic
403,CUST_1006,2023-09-01,Dashboard,5,Basic
404,CUST_1006,2023-09-01,User Management,3,Basic
405,CUST_1006,2023-10-01,Dashboard,2,Basic
406,CUST_1006,2023-10-01,Reports,1,Basic
407,CUST_1006,2023-11-01,Dashboard,4,Basic
408,CUST_1006,2023-11-01,Reports,3,Basic
409,CUST_1006,2023-11-01,User Management,1,Basic
410,CUST_1006,2023-12-01,Dashboard,3,Basic
411,CUST_1006,2023-12-01,Reports,5,Basic
412,CUST_1006,2023-12-01,API Access,4,Basic
413,CUST_1006,2024-01-01,Dashboard,3,Basic
414,CUST_1006,2024-01-01,Reports,4,Basic
415,CUST_1006,2024-02-01,Dashboard,6,Basic
416,CUST_1006,2024-02-01,Reports,4,Basic
417,CUST_1006,2024-02-01,User Management,2,Basic
418,CUST_1006,2024-03-01,Dashboard,2,Basic
419,CUST_1006,2024-03-01,Reports,2,Basic
420,CUST_1006,2024-03-01,User Management,3,Basic
421,CUST_1006,2024-05-01,Dashboard,1,Basic
422,CUST_1006,2024-05-01,Reports,4,Basic
423,CUST_1006,2024-06-01,Dashboard,1,Basic
424,CUST_1006,2024-06-01,Reports,1,Basic
425,CUST_1006,2024-06-01,User Management,2,Basic
426,CUST_1006,2024-06-01,Advanced Analytics,1,Basic
427,CUST_1006,2024-07-01,Dashboard,2,Basic
428,CUST_1006,2024-08-01,Dashboard,2,Basic
429,CUST_1006,2024-08-01,Reports,3,Basic
430,CUST_1006,2024-09-01,Dashboard,4,Basic
431,CUST_1006,2024-09-01,Reports,1,Basic
432,CUST_1006,2024-10-01,Reports,4,Basic
433,CUST_1006,2024-11-01,Dashboard,5,Basic
434,CUST_1006,2024-11-01,Reports,5,Basic
435,CUST_1006,2024-11-01,User Management,6,Basic
436,CUST_1006,2024-12-01,Dashboard,3,Basic
437,CUST_1006,2024-12-01,Reports,5,Basic
438,CUST_1007,2022-12-01,Dashboard,3,Basic
439,CUST_1007,2022-12-01,Reports,2,Basic
440,CUST_1007,2023-01-01,Dashboard,1,Basic
441,CUST_1007,2023-02-01,Dashboard,4,Basic
442,CUST_1007,2023-02-01,Reports,1,Basic
443,CUST_1007,2023-03-01,Dashboard,1,Basic
444,CUST_1007,2023-03-01,User Management,2,Basic
445,CUST_1007,2023-04-01,Dashboard,1,Basic
446,CUST_1007,2023-04-01,API Access,3,Basic
447,CUST_1007,2023-05-01,Dashboard,4,Basic
448,CUST_1007,2023-05-01,User Management,1,Basic
449,CUST_1007,2023-05-01,Advanced Analytics,5,Basic
450,CUST_1008,2022-06-01,Dashboard,1,Basic
451,CUST_1008,2022-06-01,Reports,1,Basic
452,CUST_1008,2022-06-01,User Management,1,Basic
453,CUST_1008,2022-07-01,Dashboard,2,Basic
454,CUST_1008,2022-07-01,User Management,1,Basic
455,CUST_1008,2022-08-01,Dashboard,3,Basic
456,CUST_1008,2022-08-01,User Management,4,Basic
457,CUST_1008,2022-09-01,Dashboard,2,Basic
458,CUST_1008,2022-09-01,Reports,1,Basic
459,CUST_1008,2022-10-01,Dashboard,1,Basic
460,CUST_1008,2022-10-01,Reports,3,Basic
461,CUST_1008,2022-11-01,Dashboard,2,Basic
462,CUST_1008,2022-12-01,Dashboard,4,Basic
463,CUST_1008,2022-12-01,Reports,1,Basic
464,CUST_1008,2022-12-01,Advanced Analytics,2,Basic
465,CUST_1008,2023-01-01,Dashboard,5,Basic
466,CUST_1008,2023-01-01,User Management,3,Basic
467,CUST_1008,2023-02-01,Dashboard,2,Basic
468,CUST_1008,2023-02-01,Reports,4,Basic
469,CUST_1008,2023-03-01,Dashboard,4,Basic
470,CUST_1008,2023-03-01,Reports,5,Basic
471,CUST_1008,2023-04-01,Dashboard,10,Pro
472,CUST_1008,2023-04-01,Reports,6,Pro
473,CUST_1008,2023-04-01,User Management,6,Pro
474,CUST_1008,2023-05-01,Dashboard,2,Pro
475,CUST_1008,2023-05-01,User Management,10,Pro
476,CUST_1008,2023-05-01,Advanced Analytics,11,Pro
477,CUST_1009,2022-04-01,Dashboard,4,Basic
478,CUST_1009,2022-04-01,Reports,1,Basic
479,CUST_1010,2022-06-01,Dashboard,7,Pro
480,CUST_1010,2022-06-01,Reports,1,Pro
481,CUST_1010,2022-06-01,API Access,8,Pro
482,CUST_1010,2022-07-01,Dashboard,10,Pro
483,CUST_1010,2022-07-01,User Management,4,Pro
484,CUST_1010,2022-07-01,API Access,4,Pro
485,CUST_1010,2022-08-01,Dashboard,2,Pro
486,CUST_1010,2022-08-01,Reports,11,Pro
487,CUST_1010,2022-08-01,User Management,7,Pro
488,CUST_1010,2022-08-01,Advanced Analytics,11,Pro
489,CUST_1010,2022-09-01,User Management,8,Pro
490,CUST_1010,2022-09-01,API Access,7,Pro
491,CUST_1010,2022-09-01,Advanced Analytics,2,Pro
492,CUST_1010,2022-10-01,Dashboard,13,Pro
493,CUST_1010,2022-10-01,Reports,3,Pro
494,CUST_1010,2022-10-01,Advanced Analytics,6,Pro
495,CUST_1010,2022-11-01,Dashboard,2,Enterprise
496,CUST_1010,2022-11-01,Reports,4,Enterprise
497,CUST_1010,2022-11-01,User Management,21,Enterprise
498,CUST_1010,2022-11-01,API Access,2,Enterprise
499,CUST_1010,2022-12-01,Dashboard,7,Enterprise
500,CUST_1010,2022-12-01,Reports,18,Enterprise
501,CUST_1010,2022-12-01,User Management,12,Enterprise
502,CUST_1010,2022-12-01,Advanced Analytics,9,Enterprise
503,CUST_1010,2023-01-01,Dashboard,11,Pro
504,CUST_1010,2023-01-01,Reports,1,Pro
505,CUST_1010,2023-01-01,User Management,8,Pro
506,CUST_1010,2023-01-01,API Access,7,Pro
507,CUST_1010,2023-02-01,Dashboard,4,Pro
508,CUST_1010,2023-02-01,Reports,6,Pro
509,CUST_1010,2023-02-01,User Management,6,Pro
