order_id,customer_id,order_date,subscription_type,plan_type,revenue,profit,order_type
ORD_123,CUST_1009,2024-04-01,annual,Pro,1440,1152.0,renewal
ORD_124,CUST_1010,2022-10-08,annual,Basic,600,450.0,initial
ORD_125,CUST_1010,2023-10-01,annual,Basic,600,450.0,renewal
ORD_126,CUST_1010,2024-10-01,annual,Pro,1440,1152.0,renewal
ORD_127,CUST_1011,2022-09-26,annual,Basic,600,450.0,initial
ORD_128,CUST_1011,2023-09-01,annual,Basic,600,450.0,renewal
ORD_129,CUST_1011,2024-09-01,annual,Basic,600,450.0,renewal
ORD_130,CUST_1012,2023-06-23,annual,Basic,600,450.0,initial
ORD_131,CUST_1012,2024-06-01,annual,Basic,600,450.0,renewal
ORD_132,CUST_1013,2022-03-16,monthly,Pro,135,108.0,initial
ORD_133,CUST_1013,2022-04-01,monthly,Pro,135,108.0,recurring
ORD_134,CUST_1013,2022-05-01,monthly,Pro,135,108.0,recurring
ORD_135,CUST_1013,2022-06-01,monthly,Pro,135,108.0,recurring
ORD_136,CUST_1013,2022-07-01,monthly,Pro,135,108.0,recurring
ORD_137,CUST_1013,2022-08-01,monthly,Pro,135,108.0,recurring
ORD_138,CUST_1013,2022-09-01,monthly,Pro,135,108.0,recurring
ORD_139,CUST_1013,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_140,CUST_1013,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_141,CUST_1013,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_142,CUST_1013,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_143,CUST_1013,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_144,CUST_1013,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_145,CUST_1013,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_146,CUST_1013,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_147,CUST_1013,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_148,CUST_1013,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_149,CUST_1013,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_150,CUST_1013,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_151,CUST_1013,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_152,CUST_1013,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_153,CUST_1013,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_154,CUST_1013,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_155,CUST_1013,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_156,CUST_1013,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_157,CUST_1013,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_158,CUST_1013,2024-05-01,monthly,Pro,135,108.0,recurring
ORD_159,CUST_1013,2024-06-01,monthly,Pro,135,108.0,recurring
ORD_160,CUST_1013,2024-07-01,monthly,Pro,135,108.0,recurring
ORD_161,CUST_1013,2024-08-01,monthly,Pro,135,108.0,recurring
ORD_162,CUST_1013,2024-09-01,monthly,Pro,135,108.0,recurring
ORD_163,CUST_1013,2024-10-01,monthly,Pro,135,108.0,recurring
ORD_164,CUST_1013,2024-11-01,monthly,Pro,135,108.0,recurring
ORD_165,CUST_1013,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_166,CUST_1013,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_167,CUST_1014,2022-08-17,annual,Basic,600,450.0,initial
ORD_168,CUST_1015,2022-04-29,annual,Basic,600,450.0,initial
ORD_169,CUST_1015,2023-04-01,annual,Basic,600,450.0,renewal
ORD_170,CUST_1015,2024-04-01,annual,Pro,1440,1152.0,renewal
ORD_171,CUST_1016,2022-01-27,annual,Pro,1440,1152.0,initial
ORD_172,CUST_1016,2023-01-01,annual,Pro,1440,1152.0,renewal
ORD_173,CUST_1016,2024-01-01,annual,Basic,600,450.0,renewal
ORD_174,CUST_1017,2022-10-02,monthly,Pro,135,108.0,initial
ORD_175,CUST_1017,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_176,CUST_1017,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_177,CUST_1017,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_178,CUST_1018,2022-06-19,annual,Pro,1440,1152.0,initial
ORD_179,CUST_1018,2023-06-01,annual,Pro,1440,1152.0,renewal
ORD_180,CUST_1018,2024-06-01,annual,Pro,1440,1152.0,renewal
ORD_181,CUST_1019,2023-02-07,monthly,Pro,135,108.0,initial
ORD_182,CUST_1019,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_183,CUST_1019,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_184,CUST_1019,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_185,CUST_1019,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_186,CUST_1019,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_187,CUST_1019,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_188,CUST_1019,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_189,CUST_1019,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_190,CUST_1019,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_191,CUST_1019,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_192,CUST_1019,2024-01-01,monthly,Pro,135,108.0,recurring
ORD_193,CUST_1019,2024-02-01,monthly,Pro,135,108.0,recurring
ORD_194,CUST_1019,2024-03-01,monthly,Pro,135,108.0,recurring
ORD_195,CUST_1019,2024-04-01,monthly,Pro,135,108.0,recurring
ORD_196,CUST_1019,2024-05-01,monthly,Enterprise,315,267.75,recurring
ORD_197,CUST_1019,2024-06-01,monthly,Enterprise,315,267.75,recurring
ORD_198,CUST_1019,2024-07-01,monthly,Enterprise,315,267.75,recurring
ORD_199,CUST_1019,2024-08-01,monthly,Enterprise,315,267.75,recurring
ORD_200,CUST_1019,2024-09-01,monthly,Enterprise,315,267.75,recurring
ORD_201,CUST_1019,2024-10-01,monthly,Enterprise,315,267.75,recurring
ORD_202,CUST_1019,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_203,CUST_1019,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_204,CUST_1019,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_205,CUST_1020,2022-11-30,monthly,Basic,75,56.25,initial
ORD_206,CUST_1020,2022-12-01,monthly,Basic,75,56.25,recurring
ORD_207,CUST_1020,2023-01-01,monthly,Basic,75,56.25,recurring
ORD_208,CUST_1020,2023-02-01,monthly,Basic,75,56.25,recurring
ORD_209,CUST_1020,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_210,CUST_1020,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_211,CUST_1020,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_212,CUST_1020,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_213,CUST_1020,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_214,CUST_1020,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_215,CUST_1020,2023-09-01,monthly,Pro,135,108.0,recurring
ORD_216,CUST_1020,2023-10-01,monthly,Pro,135,108.0,recurring
ORD_217,CUST_1020,2023-11-01,monthly,Pro,135,108.0,recurring
ORD_218,CUST_1020,2023-12-01,monthly,Pro,135,108.0,recurring
ORD_219,CUST_1021,2022-05-09,annual,Basic,600,450.0,initial
ORD_220,CUST_1021,2023-05-01,annual,Pro,1440,1152.0,renewal
ORD_221,CUST_1021,2024-05-01,annual,Pro,1440,1152.0,renewal
ORD_222,CUST_1022,2022-11-09,annual,Pro,1440,1152.0,initial
ORD_223,CUST_1022,2023-11-01,annual,Pro,1440,1152.0,renewal
ORD_224,CUST_1022,2024-11-01,annual,Pro,1440,1152.0,renewal
ORD_225,CUST_1023,2022-06-21,annual,Pro,1440,1152.0,initial
ORD_226,CUST_1023,2023-06-01,annual,Pro,1440,1152.0,renewal
ORD_227,CUST_1023,2024-06-01,annual,Pro,1440,1152.0,renewal
ORD_228,CUST_1024,2022-12-20,annual,Pro,1440,1152.0,initial
ORD_229,CUST_1024,2023-12-01,annual,Pro,1440,1152.0,renewal
ORD_230,CUST_1024,2024-12-01,annual,Enterprise,3600,3060.0,renewal
ORD_231,CUST_1025,2023-06-26,monthly,Enterprise,315,267.75,initial
ORD_232,CUST_1025,2023-07-01,monthly,Enterprise,315,267.75,recurring
ORD_233,CUST_1025,2023-08-01,monthly,Enterprise,315,267.75,recurring
ORD_234,CUST_1025,2023-09-01,monthly,Enterprise,315,267.75,recurring
ORD_235,CUST_1025,2023-10-01,monthly,Enterprise,315,267.75,recurring
ORD_236,CUST_1025,2023-11-01,monthly,Enterprise,315,267.75,recurring
ORD_237,CUST_1025,2023-12-01,monthly,Enterprise,315,267.75,recurring
ORD_238,CUST_1025,2024-01-01,monthly,Enterprise,315,267.75,recurring
ORD_239,CUST_1025,2024-02-01,monthly,Enterprise,315,267.75,recurring
ORD_240,CUST_1025,2024-03-01,monthly,Enterprise,315,267.75,recurring
ORD_241,CUST_1025,2024-04-01,monthly,Enterprise,315,267.75,recurring
ORD_242,CUST_1025,2024-05-01,monthly,Enterprise,315,267.75,recurring
ORD_243,CUST_1025,2024-06-01,monthly,Enterprise,315,267.75,recurring
ORD_244,CUST_1025,2024-07-01,monthly,Enterprise,315,267.75,recurring
ORD_245,CUST_1025,2024-08-01,monthly,Enterprise,315,267.75,recurring
ORD_246,CUST_1025,2024-09-01,monthly,Enterprise,315,267.75,recurring
ORD_247,CUST_1025,2024-10-01,monthly,Enterprise,315,267.75,recurring
ORD_248,CUST_1025,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_249,CUST_1025,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_250,CUST_1025,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_251,CUST_1026,2023-05-08,monthly,Basic,75,56.25,initial
ORD_252,CUST_1026,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_253,CUST_1026,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_254,CUST_1026,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_255,CUST_1026,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_256,CUST_1026,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_257,CUST_1026,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_258,CUST_1026,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_259,CUST_1026,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_260,CUST_1026,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_261,CUST_1026,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_262,CUST_1026,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_263,CUST_1026,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_264,CUST_1026,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_265,CUST_1026,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_266,CUST_1026,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_267,CUST_1026,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_268,CUST_1026,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_269,CUST_1026,2024-11-01,monthly,Pro,135,108.0,recurring
ORD_270,CUST_1026,2024-12-01,monthly,Pro,135,108.0,recurring
ORD_271,CUST_1026,2025-01-01,monthly,Pro,135,108.0,recurring
ORD_272,CUST_1027,2022-02-10,annual,Pro,1440,1152.0,initial
ORD_273,CUST_1027,2023-02-01,annual,Enterprise,3600,3060.0,renewal
ORD_274,CUST_1027,2024-02-01,annual,Enterprise,3600,3060.0,renewal
ORD_275,CUST_1028,2023-03-22,annual,Pro,1440,1152.0,initial
ORD_276,CUST_1028,2024-03-01,annual,Pro,1440,1152.0,renewal
ORD_277,CUST_1029,2022-01-07,annual,Basic,600,450.0,initial
ORD_278,CUST_1029,2023-01-01,annual,Pro,1440,1152.0,renewal
ORD_279,CUST_1029,2024-01-01,annual,Pro,1440,1152.0,renewal
ORD_280,CUST_1030,2022-04-16,monthly,Pro,135,108.0,initial
ORD_281,CUST_1030,2022-05-01,monthly,Pro,135,108.0,recurring
ORD_282,CUST_1030,2022-06-01,monthly,Pro,135,108.0,recurring
ORD_283,CUST_1030,2022-07-01,monthly,Pro,135,108.0,recurring
ORD_284,CUST_1030,2022-08-01,monthly,Pro,135,108.0,recurring
ORD_285,CUST_1030,2022-09-01,monthly,Pro,135,108.0,recurring
ORD_286,CUST_1030,2022-10-01,monthly,Pro,135,108.0,recurring
ORD_287,CUST_1030,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_288,CUST_1030,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_289,CUST_1030,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_290,CUST_1031,2022-10-20,monthly,Pro,135,108.0,initial
ORD_291,CUST_1031,2022-11-01,monthly,Pro,135,108.0,recurring
ORD_292,CUST_1031,2022-12-01,monthly,Pro,135,108.0,recurring
ORD_293,CUST_1031,2023-01-01,monthly,Pro,135,108.0,recurring
ORD_294,CUST_1031,2023-02-01,monthly,Pro,135,108.0,recurring
ORD_295,CUST_1031,2023-03-01,monthly,Pro,135,108.0,recurring
ORD_296,CUST_1031,2023-04-01,monthly,Pro,135,108.0,recurring
ORD_297,CUST_1031,2023-05-01,monthly,Pro,135,108.0,recurring
ORD_298,CUST_1031,2023-06-01,monthly,Pro,135,108.0,recurring
ORD_299,CUST_1031,2023-07-01,monthly,Pro,135,108.0,recurring
ORD_300,CUST_1031,2023-08-01,monthly,Pro,135,108.0,recurring
ORD_301,CUST_1031,2023-09-01,monthly,Enterprise,315,267.75,recurring
ORD_302,CUST_1031,2023-10-01,monthly,Enterprise,315,267.75,recurring
ORD_303,CUST_1031,2023-11-01,monthly,Enterprise,315,267.75,recurring
ORD_304,CUST_1031,2023-12-01,monthly,Enterprise,315,267.75,recurring
ORD_305,CUST_1031,2024-01-01,monthly,Enterprise,315,267.75,recurring
ORD_306,CUST_1031,2024-02-01,monthly,Enterprise,315,267.75,recurring
ORD_307,CUST_1031,2024-03-01,monthly,Enterprise,315,267.75,recurring
ORD_308,CUST_1031,2024-04-01,monthly,Enterprise,315,267.75,recurring
ORD_309,CUST_1031,2024-05-01,monthly,Enterprise,315,267.75,recurring
ORD_310,CUST_1031,2024-06-01,monthly,Enterprise,315,267.75,recurring
ORD_311,CUST_1031,2024-07-01,monthly,Enterprise,315,267.75,recurring
ORD_312,CUST_1031,2024-08-01,monthly,Enterprise,315,267.75,recurring
ORD_313,CUST_1031,2024-09-01,monthly,Enterprise,315,267.75,recurring
ORD_314,CUST_1031,2024-10-01,monthly,Enterprise,315,267.75,recurring
ORD_315,CUST_1031,2024-11-01,monthly,Enterprise,315,267.75,recurring
ORD_316,CUST_1031,2024-12-01,monthly,Enterprise,315,267.75,recurring
ORD_317,CUST_1031,2025-01-01,monthly,Enterprise,315,267.75,recurring
ORD_318,CUST_1032,2022-01-09,annual,Pro,1440,1152.0,initial
ORD_319,CUST_1032,2023-01-01,annual,Pro,1440,1152.0,renewal
ORD_320,CUST_1032,2024-01-01,annual,Basic,600,450.0,renewal
ORD_321,CUST_1033,2022-11-08,annual,Basic,600,450.0,initial
ORD_322,CUST_1033,2023-11-01,annual,Basic,600,450.0,renewal
ORD_323,CUST_1033,2024-11-01,annual,Basic,600,450.0,renewal
ORD_324,CUST_1034,2022-02-26,monthly,Basic,75,56.25,initial
ORD_325,CUST_1034,2022-03-01,monthly,Basic,75,56.25,recurring
ORD_326,CUST_1034,2022-04-01,monthly,Basic,75,56.25,recurring
ORD_327,CUST_1034,2022-05-01,monthly,Basic,75,56.25,recurring
ORD_328,CUST_1034,2022-06-01,monthly,Basic,75,56.25,recurring
ORD_329,CUST_1034,2022-07-01,monthly,Basic,75,56.25,recurring
ORD_330,CUST_1034,2022-08-01,monthly,Basic,75,56.25,recurring
ORD_331,CUST_1034,2022-09-01,monthly,Basic,75,56.25,recurring
ORD_332,CUST_1034,2022-10-01,monthly,Basic,75,56.25,recurring
ORD_333,CUST_1034,2022-11-01,monthly,Basic,75,56.25,recurring
ORD_334,CUST_1034,2022-12-01,monthly,Basic,75,56.25,recurring
ORD_335,CUST_1034,2023-01-01,monthly,Basic,75,56.25,recurring
ORD_336,CUST_1034,2023-02-01,monthly,Basic,75,56.25,recurring
ORD_337,CUST_1034,2023-03-01,monthly,Basic,75,56.25,recurring
ORD_338,CUST_1034,2023-04-01,monthly,Basic,75,56.25,recurring
ORD_339,CUST_1034,2023-05-01,monthly,Basic,75,56.25,recurring
ORD_340,CUST_1034,2023-06-01,monthly,Basic,75,56.25,recurring
ORD_341,CUST_1034,2023-07-01,monthly,Basic,75,56.25,recurring
ORD_342,CUST_1034,2023-08-01,monthly,Basic,75,56.25,recurring
ORD_343,CUST_1034,2023-09-01,monthly,Basic,75,56.25,recurring
ORD_344,CUST_1034,2023-10-01,monthly,Basic,75,56.25,recurring
ORD_345,CUST_1034,2023-11-01,monthly,Basic,75,56.25,recurring
ORD_346,CUST_1034,2023-12-01,monthly,Basic,75,56.25,recurring
ORD_347,CUST_1034,2024-01-01,monthly,Basic,75,56.25,recurring
ORD_348,CUST_1034,2024-02-01,monthly,Basic,75,56.25,recurring
ORD_349,CUST_1034,2024-03-01,monthly,Basic,75,56.25,recurring
ORD_350,CUST_1034,2024-04-01,monthly,Basic,75,56.25,recurring
ORD_351,CUST_1034,2024-05-01,monthly,Basic,75,56.25,recurring
ORD_352,CUST_1034,2024-06-01,monthly,Basic,75,56.25,recurring
ORD_353,CUST_1034,2024-07-01,monthly,Basic,75,56.25,recurring
ORD_354,CUST_1034,2024-08-01,monthly,Basic,75,56.25,recurring
ORD_355,CUST_1034,2024-09-01,monthly,Basic,75,56.25,recurring
ORD_356,CUST_1034,2024-10-01,monthly,Basic,75,56.25,recurring
ORD_357,CUST_1034,2024-11-01,monthly,Basic,75,56.25,recurring
ORD_358,CUST_1034,2024-12-01,monthly,Basic,75,56.25,recurring
ORD_359,CUST_1034,2025-01-01,monthly,Basic,75,56.25,recurring
ORD_360,CUST_1035,2022-03-03,monthly,Basic,75,56.25,initial
